,DATE,per_capita_income,county,state
2569,1994-01-01,19806,Seneca County,New York
2570,1995-01-01,20330,Seneca County,New York
2571,1996-01-01,20418,Seneca County,New York
2572,1997-01-01,21513,Seneca County,New York
2573,1998-01-01,22351,Seneca County,New York
2574,1999-01-01,23020,Seneca County,New York
2575,2000-01-01,24060,Seneca County,New York
2576,2001-01-01,23357,Seneca County,New York
2577,2002-01-01,23458,Seneca County,New York
2578,2003-01-01,24142,Seneca County,New York
2579,2004-01-01,25753,Seneca County,New York
2580,2005-01-01,25765,Seneca County,New York
2581,2006-01-01,26705,Seneca County,New York
2582,2007-01-01,27833,Seneca County,New York
2583,2008-01-01,29674,Seneca County,New York
2584,2009-01-01,30071,Seneca County,New York
2585,2010-01-01,31482,Seneca County,New York
2586,2011-01-01,32527,Seneca County,New York
2587,2012-01-01,33295,Seneca County,New York
2588,2013-01-01,33615,Seneca County,New York
2589,2014-01-01,34364,Seneca County,New York
2590,2015-01-01,35056,Seneca County,New York
2591,2016-01-01,35717,Seneca County,New York
2592,2017-01-01,38085,Seneca County,New York
2593,2018-01-01,38442,Seneca County,New York
2594,2019-01-01,40586,Seneca County,New York
2595,2020-01-01,44704,Seneca County,New York
2596,2021-01-01,47269,Seneca County,New York
2597,1969-01-01,2875,St. Lawrence County,New York
2598,1970-01-01,3075,St. Lawrence County,New York
2599,1971-01-01,3351,St. Lawrence County,New York
2600,1972-01-01,3477,St. Lawrence County,New York
2601,1973-01-01,3839,St. Lawrence County,New York
2602,1974-01-01,4247,St. Lawrence County,New York
2603,1975-01-01,4538,St. Lawrence County,New York
2604,1976-01-01,4785,St. Lawrence County,New York
2605,1977-01-01,5083,St. Lawrence County,New York
2606,1978-01-01,5514,St. Lawrence County,New York
2607,1979-01-01,6070,St. Lawrence County,New York
2608,1980-01-01,6869,St. Lawrence County,New York
2609,1981-01-01,7626,St. Lawrence County,New York
2610,1982-01-01,8353,St. Lawrence County,New York
2611,1983-01-01,9045,St. Lawrence County,New York
2612,1984-01-01,9842,St. Lawrence County,New York
2613,1985-01-01,10334,St. Lawrence County,New York
2614,1986-01-01,10963,St. Lawrence County,New York
2615,1987-01-01,11479,St. Lawrence County,New York
2616,1988-01-01,11920,St. Lawrence County,New York
2617,1989-01-01,13150,St. Lawrence County,New York
2618,1990-01-01,13949,St. Lawrence County,New York
2619,1991-01-01,14447,St. Lawrence County,New York
2620,1992-01-01,15431,St. Lawrence County,New York
2621,1993-01-01,15590,St. Lawrence County,New York
2622,1994-01-01,16243,St. Lawrence County,New York
2623,1995-01-01,16612,St. Lawrence County,New York
2624,1996-01-01,17307,St. Lawrence County,New York
2625,1997-01-01,18147,St. Lawrence County,New York
2626,1998-01-01,19333,St. Lawrence County,New York
2627,1999-01-01,19968,St. Lawrence County,New York
2628,2000-01-01,20995,St. Lawrence County,New York
2629,2001-01-01,21191,St. Lawrence County,New York
2630,2002-01-01,21640,St. Lawrence County,New York
2631,2003-01-01,22663,St. Lawrence County,New York
2632,2004-01-01,23615,St. Lawrence County,New York
2633,2005-01-01,23939,St. Lawrence County,New York
2634,2006-01-01,24839,St. Lawrence County,New York
2635,2007-01-01,26393,St. Lawrence County,New York
2636,2008-01-01,28303,St. Lawrence County,New York
2637,2009-01-01,28549,St. Lawrence County,New York
2638,2010-01-01,29870,St. Lawrence County,New York
2639,2011-01-01,30879,St. Lawrence County,New York
2640,2012-01-01,31493,St. Lawrence County,New York
2641,2013-01-01,32331,St. Lawrence County,New York
2642,2014-01-01,33140,St. Lawrence County,New York
2643,2015-01-01,34017,St. Lawrence County,New York
2644,2016-01-01,34600,St. Lawrence County,New York
2645,2017-01-01,36853,St. Lawrence County,New York
2646,2018-01-01,37319,St. Lawrence County,New York
2647,2019-01-01,39181,St. Lawrence County,New York
2648,2020-01-01,42821,St. Lawrence County,New York
2649,2021-01-01,45626,St. Lawrence County,New York
2650,1969-01-01,3500,Steuben County,New York
2651,1970-01-01,3691,Steuben County,New York
2652,1971-01-01,3812,Steuben County,New York
2653,1972-01-01,4007,Steuben County,New York
2654,1973-01-01,4545,Steuben County,New York
2655,1974-01-01,5075,Steuben County,New York
2656,1975-01-01,5365,Steuben County,New York
2657,1976-01-01,5678,Steuben County,New York
2658,1977-01-01,6184,Steuben County,New York
2659,1978-01-01,6715,Steuben County,New York
2660,1979-01-01,7398,Steuben County,New York
2661,1980-01-01,8266,Steuben County,New York
2662,1981-01-01,9116,Steuben County,New York
2663,1982-01-01,9718,Steuben County,New York
2664,1983-01-01,10492,Steuben County,New York
2665,1984-01-01,11312,Steuben County,New York
2666,1985-01-01,12163,Steuben County,New York
2667,1986-01-01,13139,Steuben County,New York
2668,1987-01-01,13503,Steuben County,New York
2669,1988-01-01,14819,Steuben County,New York
2670,1989-01-01,16157,Steuben County,New York
2671,1990-01-01,17090,Steuben County,New York
2672,1991-01-01,17849,Steuben County,New York
2673,1992-01-01,18398,Steuben County,New York
2674,1993-01-01,18640,Steuben County,New York
2675,1994-01-01,19297,Steuben County,New York
2676,1995-01-01,20486,Steuben County,New York
2677,1996-01-01,21583,Steuben County,New York
2678,1997-01-01,21856,Steuben County,New York
2679,1998-01-01,22880,Steuben County,New York
2680,1999-01-01,24379,Steuben County,New York
2681,2000-01-01,29339,Steuben County,New York
2682,2001-01-01,27617,Steuben County,New York
2683,2002-01-01,25929,Steuben County,New York
2684,2003-01-01,25833,Steuben County,New York
2685,2004-01-01,26984,Steuben County,New York
2686,2005-01-01,28381,Steuben County,New York
2687,2006-01-01,31312,Steuben County,New York
2688,2007-01-01,32225,Steuben County,New York
2689,2008-01-01,33978,Steuben County,New York
2690,2009-01-01,33203,Steuben County,New York
2691,2010-01-01,35825,Steuben County,New York
2692,2011-01-01,36768,Steuben County,New York
2693,2012-01-01,37447,Steuben County,New York
2694,2013-01-01,38487,Steuben County,New York
2695,2014-01-01,39799,Steuben County,New York
2696,2015-01-01,41045,Steuben County,New York
2697,2016-01-01,41421,Steuben County,New York
2698,2017-01-01,43629,Steuben County,New York
2699,2018-01-01,45255,Steuben County,New York
2700,2019-01-01,47475,Steuben County,New York
2701,2020-01-01,51050,Steuben County,New York
2702,2021-01-01,54238,Steuben County,New York
2703,1969-01-01,4185,Suffolk County,New York
2704,1970-01-01,4386,Suffolk County,New York
2705,1971-01-01,4742,Suffolk County,New York
2706,1972-01-01,5186,Suffolk County,New York
2707,1973-01-01,5608,Suffolk County,New York
2708,1974-01-01,6078,Suffolk County,New York
2709,1975-01-01,6569,Suffolk County,New York
2710,1976-01-01,6997,Suffolk County,New York
2711,1977-01-01,7557,Suffolk County,New York
2712,1978-01-01,8369,Suffolk County,New York
2713,1979-01-01,9348,Suffolk County,New York
2714,1980-01-01,10843,Suffolk County,New York
2715,1981-01-01,12150,Suffolk County,New York
2716,1982-01-01,13284,Suffolk County,New York
2717,1983-01-01,14368,Suffolk County,New York
2718,1984-01-01,16084,Suffolk County,New York
2719,1985-01-01,17379,Suffolk County,New York
2720,1986-01-01,18818,Suffolk County,New York
2721,1987-01-01,20002,Suffolk County,New York
2722,1988-01-01,21674,Suffolk County,New York
2723,1989-01-01,22913,Suffolk County,New York
2724,1990-01-01,24620,Suffolk County,New York
2725,1991-01-01,25008,Suffolk County,New York
2726,1992-01-01,25821,Suffolk County,New York
2727,1993-01-01,26444,Suffolk County,New York
2728,1994-01-01,27643,Suffolk County,New York
2729,1995-01-01,28594,Suffolk County,New York
2730,1996-01-01,29907,Suffolk County,New York
2731,1997-01-01,32176,Suffolk County,New York
2732,1998-01-01,33269,Suffolk County,New York
2733,1999-01-01,35168,Suffolk County,New York
2734,2000-01-01,38151,Suffolk County,New York
2735,2001-01-01,38620,Suffolk County,New York
2736,2002-01-01,38686,Suffolk County,New York
2737,2003-01-01,39350,Suffolk County,New York
2738,2004-01-01,41763,Suffolk County,New York
2739,2005-01-01,43610,Suffolk County,New York
2740,2006-01-01,46878,Suffolk County,New York
2741,2007-01-01,50227,Suffolk County,New York
2742,2008-01-01,50967,Suffolk County,New York
2743,2009-01-01,49731,Suffolk County,New York
2744,2010-01-01,51307,Suffolk County,New York
2745,2011-01-01,53059,Suffolk County,New York
2746,2012-01-01,55742,Suffolk County,New York
2747,2013-01-01,55782,Suffolk County,New York
2748,2014-01-01,57534,Suffolk County,New York
2749,2015-01-01,60156,Suffolk County,New York
2750,2016-01-01,62450,Suffolk County,New York
2751,2017-01-01,64761,Suffolk County,New York
2752,2018-01-01,67137,Suffolk County,New York
2753,2019-01-01,72292,Suffolk County,New York
2754,2020-01-01,76687,Suffolk County,New York
2755,2021-01-01,81309,Suffolk County,New York
2756,1969-01-01,3835,Sullivan County,New York
2757,1970-01-01,4115,Sullivan County,New York
2758,1971-01-01,4329,Sullivan County,New York
2759,1972-01-01,4631,Sullivan County,New York
2760,1973-01-01,4963,Sullivan County,New York
2761,1974-01-01,5298,Sullivan County,New York
2762,1975-01-01,5893,Sullivan County,New York
2763,1976-01-01,6049,Sullivan County,New York
2764,1977-01-01,6329,Sullivan County,New York
2765,1978-01-01,6877,Sullivan County,New York
2766,1979-01-01,7614,Sullivan County,New York
2767,1980-01-01,8853,Sullivan County,New York
2768,1981-01-01,10036,Sullivan County,New York
2769,1982-01-01,10946,Sullivan County,New York
2770,1983-01-01,11309,Sullivan County,New York
2771,1984-01-01,12769,Sullivan County,New York
2772,1985-01-01,13771,Sullivan County,New York
2773,1986-01-01,14719,Sullivan County,New York
2774,1987-01-01,15512,Sullivan County,New York
2775,1988-01-01,16384,Sullivan County,New York
2776,1989-01-01,17687,Sullivan County,New York
2777,1990-01-01,18312,Sullivan County,New York
2778,1991-01-01,18433,Sullivan County,New York
2779,1992-01-01,19521,Sullivan County,New York
2780,1993-01-01,20065,Sullivan County,New York
2781,1994-01-01,20660,Sullivan County,New York
2782,1995-01-01,21187,Sullivan County,New York
2783,1996-01-01,22447,Sullivan County,New York
2784,1997-01-01,22118,Sullivan County,New York
2785,1998-01-01,23342,Sullivan County,New York
2786,1999-01-01,24471,Sullivan County,New York
2787,2000-01-01,26477,Sullivan County,New York
2788,2001-01-01,25961,Sullivan County,New York
2789,2002-01-01,26643,Sullivan County,New York
2790,2003-01-01,27787,Sullivan County,New York
2791,2004-01-01,29251,Sullivan County,New York
2792,2005-01-01,29676,Sullivan County,New York
2793,2006-01-01,29979,Sullivan County,New York
2794,2007-01-01,30815,Sullivan County,New York
2795,2008-01-01,32831,Sullivan County,New York
2796,2009-01-01,33763,Sullivan County,New York
2797,2010-01-01,34971,Sullivan County,New York
2798,2011-01-01,35691,Sullivan County,New York
2799,2012-01-01,36798,Sullivan County,New York
2800,2013-01-01,36886,Sullivan County,New York
2801,2014-01-01,38456,Sullivan County,New York
2802,2015-01-01,40839,Sullivan County,New York
2803,2016-01-01,41112,Sullivan County,New York
2804,2017-01-01,43213,Sullivan County,New York
2805,2018-01-01,44559,Sullivan County,New York
2806,2019-01-01,47370,Sullivan County,New York
2807,2020-01-01,51175,Sullivan County,New York
2808,2021-01-01,53874,Sullivan County,New York
2809,1969-01-01,3520,Tioga County,New York
2810,1970-01-01,3712,Tioga County,New York
2811,1971-01-01,3884,Tioga County,New York
2812,1972-01-01,4248,Tioga County,New York
2813,1973-01-01,4621,Tioga County,New York
2814,1974-01-01,5010,Tioga County,New York
2815,1975-01-01,5431,Tioga County,New York
2816,1976-01-01,5846,Tioga County,New York
2817,1977-01-01,6318,Tioga County,New York
2818,1978-01-01,7012,Tioga County,New York
2819,1979-01-01,7856,Tioga County,New York
2820,1980-01-01,8674,Tioga County,New York
2821,1981-01-01,9576,Tioga County,New York
2822,1982-01-01,10612,Tioga County,New York
2823,1983-01-01,11393,Tioga County,New York
2824,1984-01-01,12566,Tioga County,New York
2825,1985-01-01,13404,Tioga County,New York
2826,1986-01-01,14286,Tioga County,New York
2827,1987-01-01,15070,Tioga County,New York
2828,1988-01-01,15646,Tioga County,New York
2829,1989-01-01,16637,Tioga County,New York
2830,1990-01-01,16867,Tioga County,New York
2831,1991-01-01,17590,Tioga County,New York
2832,1992-01-01,18228,Tioga County,New York
2833,1993-01-01,18437,Tioga County,New York
2834,1994-01-01,18660,Tioga County,New York
2835,1995-01-01,19380,Tioga County,New York
2836,1996-01-01,20240,Tioga County,New York
2837,1997-01-01,21230,Tioga County,New York
2838,1998-01-01,21623,Tioga County,New York
2839,1999-01-01,23345,Tioga County,New York
2840,2000-01-01,24651,Tioga County,New York
2841,2001-01-01,25304,Tioga County,New York
2842,2002-01-01,25169,Tioga County,New York
2843,2003-01-01,25691,Tioga County,New York
2844,2004-01-01,27579,Tioga County,New York
2845,2005-01-01,28520,Tioga County,New York
2846,2006-01-01,30463,Tioga County,New York
2847,2007-01-01,32138,Tioga County,New York
2848,2008-01-01,34074,Tioga County,New York
2849,2009-01-01,34882,Tioga County,New York
2850,2010-01-01,36037,Tioga County,New York
2851,2011-01-01,37002,Tioga County,New York
2852,2012-01-01,38892,Tioga County,New York
2853,2013-01-01,40077,Tioga County,New York
2854,2014-01-01,42154,Tioga County,New York
2855,2015-01-01,41394,Tioga County,New York
2856,2016-01-01,41808,Tioga County,New York
2857,2017-01-01,43781,Tioga County,New York
2858,2018-01-01,44387,Tioga County,New York
2859,2019-01-01,46710,Tioga County,New York
2860,2020-01-01,50803,Tioga County,New York
2861,2021-01-01,53919,Tioga County,New York
2862,1969-01-01,3251,Tompkins County,New York
2863,1970-01-01,3523,Tompkins County,New York
2864,1971-01-01,3805,Tompkins County,New York
2865,1972-01-01,4029,Tompkins County,New York
2866,1973-01-01,4349,Tompkins County,New York
2867,1974-01-01,4712,Tompkins County,New York
2868,1975-01-01,5052,Tompkins County,New York
2869,1976-01-01,5298,Tompkins County,New York
2870,1977-01-01,5490,Tompkins County,New York
2871,1978-01-01,5992,Tompkins County,New York
2872,1979-01-01,6508,Tompkins County,New York
2873,1980-01-01,7468,Tompkins County,New York
2874,1981-01-01,8560,Tompkins County,New York
2875,1982-01-01,9502,Tompkins County,New York
2876,1983-01-01,10698,Tompkins County,New York
2877,1984-01-01,11932,Tompkins County,New York
2878,1985-01-01,12667,Tompkins County,New York
2879,1986-01-01,13573,Tompkins County,New York
2880,1987-01-01,14364,Tompkins County,New York
2881,1988-01-01,15119,Tompkins County,New York
2882,1989-01-01,16688,Tompkins County,New York
2883,1990-01-01,17173,Tompkins County,New York
2884,1991-01-01,17446,Tompkins County,New York
2885,1992-01-01,18231,Tompkins County,New York
2886,1993-01-01,18476,Tompkins County,New York
2887,1994-01-01,19136,Tompkins County,New York
2888,1995-01-01,19906,Tompkins County,New York
2889,1996-01-01,20298,Tompkins County,New York
2890,1997-01-01,21016,Tompkins County,New York
2891,1998-01-01,21917,Tompkins County,New York
2892,1999-01-01,23213,Tompkins County,New York
2893,2000-01-01,24509,Tompkins County,New York
2894,2001-01-01,25754,Tompkins County,New York
2895,2002-01-01,26234,Tompkins County,New York
2896,2003-01-01,27367,Tompkins County,New York
2897,2004-01-01,28834,Tompkins County,New York
2898,2005-01-01,28845,Tompkins County,New York
2899,2006-01-01,30339,Tompkins County,New York
2900,2007-01-01,32008,Tompkins County,New York
2901,2008-01-01,34343,Tompkins County,New York
2902,2009-01-01,34309,Tompkins County,New York
2903,2010-01-01,35127,Tompkins County,New York
2904,2011-01-01,36486,Tompkins County,New York
2905,2012-01-01,37785,Tompkins County,New York
2906,2013-01-01,37316,Tompkins County,New York
2907,2014-01-01,38086,Tompkins County,New York
2908,2015-01-01,40128,Tompkins County,New York
2909,2016-01-01,39954,Tompkins County,New York
2910,2017-01-01,41957,Tompkins County,New York
2911,2018-01-01,43071,Tompkins County,New York
2912,2019-01-01,45232,Tompkins County,New York
2913,2020-01-01,48541,Tompkins County,New York
2914,2021-01-01,51377,Tompkins County,New York
2915,1969-01-01,3771,Ulster County,New York
2916,1970-01-01,4040,Ulster County,New York
2917,1971-01-01,4251,Ulster County,New York
2918,1972-01-01,4498,Ulster County,New York
2919,1973-01-01,4934,Ulster County,New York
2920,1974-01-01,5376,Ulster County,New York
2921,1975-01-01,5853,Ulster County,New York
2922,1976-01-01,6131,Ulster County,New York
2923,1977-01-01,6592,Ulster County,New York
2924,1978-01-01,7209,Ulster County,New York
2925,1979-01-01,7965,Ulster County,New York
2926,1980-01-01,8986,Ulster County,New York
2927,1981-01-01,9992,Ulster County,New York
2928,1982-01-01,11215,Ulster County,New York
2929,1983-01-01,12271,Ulster County,New York
2930,1984-01-01,13699,Ulster County,New York
2931,1985-01-01,14687,Ulster County,New York
2932,1986-01-01,15816,Ulster County,New York
2933,1987-01-01,16378,Ulster County,New York
2934,1988-01-01,17345,Ulster County,New York
2935,1989-01-01,18756,Ulster County,New York
2936,1990-01-01,19318,Ulster County,New York
2937,1991-01-01,20004,Ulster County,New York
2938,1992-01-01,20979,Ulster County,New York
2939,1993-01-01,20391,Ulster County,New York
2940,1994-01-01,20483,Ulster County,New York
2941,1995-01-01,20916,Ulster County,New York
2942,1996-01-01,21403,Ulster County,New York
2943,1997-01-01,22289,Ulster County,New York
2944,1998-01-01,23878,Ulster County,New York
2945,1999-01-01,25054,Ulster County,New York
2946,2000-01-01,26672,Ulster County,New York
2947,2001-01-01,27511,Ulster County,New York
2948,2002-01-01,27524,Ulster County,New York
2949,2003-01-01,28403,Ulster County,New York
2950,2004-01-01,30934,Ulster County,New York
2951,2005-01-01,32148,Ulster County,New York
2952,2006-01-01,34000,Ulster County,New York
2953,2007-01-01,35690,Ulster County,New York
2954,2008-01-01,37341,Ulster County,New York
2955,2009-01-01,37297,Ulster County,New York
2956,2010-01-01,38556,Ulster County,New York
2957,2011-01-01,39800,Ulster County,New York
2958,2012-01-01,41059,Ulster County,New York
2959,2013-01-01,41296,Ulster County,New York
2960,2014-01-01,42675,Ulster County,New York
2961,2015-01-01,44302,Ulster County,New York
2962,2016-01-01,45643,Ulster County,New York
2963,2017-01-01,47687,Ulster County,New York
2964,2018-01-01,49360,Ulster County,New York
2965,2019-01-01,53426,Ulster County,New York
2966,2020-01-01,57057,Ulster County,New York
2967,2021-01-01,60557,Ulster County,New York
2968,1969-01-01,3515,Warren County,New York
2969,1970-01-01,3859,Warren County,New York
2970,1971-01-01,4096,Warren County,New York
2971,1972-01-01,4331,Warren County,New York
2972,1973-01-01,4679,Warren County,New York
2973,1974-01-01,5054,Warren County,New York
2974,1975-01-01,5478,Warren County,New York
2975,1976-01-01,6001,Warren County,New York
2976,1977-01-01,6445,Warren County,New York
2977,1978-01-01,6978,Warren County,New York
2978,1979-01-01,7586,Warren County,New York
2979,1980-01-01,8534,Warren County,New York
2980,1981-01-01,9413,Warren County,New York
2981,1982-01-01,10293,Warren County,New York
2982,1983-01-01,11073,Warren County,New York
2983,1984-01-01,12416,Warren County,New York
2984,1985-01-01,13347,Warren County,New York
2985,1986-01-01,14602,Warren County,New York
2986,1987-01-01,15762,Warren County,New York
2987,1988-01-01,17197,Warren County,New York
2988,1989-01-01,18392,Warren County,New York
2989,1990-01-01,18823,Warren County,New York
2990,1991-01-01,19056,Warren County,New York
2991,1992-01-01,20404,Warren County,New York
2992,1993-01-01,20383,Warren County,New York
2993,1994-01-01,20857,Warren County,New York
2994,1995-01-01,22085,Warren County,New York
2995,1996-01-01,22768,Warren County,New York
2996,1997-01-01,23902,Warren County,New York
2997,1998-01-01,25102,Warren County,New York
2998,1999-01-01,26105,Warren County,New York
2999,2000-01-01,27940,Warren County,New York
3000,2001-01-01,28192,Warren County,New York
3001,2002-01-01,29021,Warren County,New York
3002,2003-01-01,30344,Warren County,New York
3003,2004-01-01,32608,Warren County,New York
3004,2005-01-01,32888,Warren County,New York
3005,2006-01-01,34454,Warren County,New York
3006,2007-01-01,35428,Warren County,New York
3007,2008-01-01,37928,Warren County,New York
3008,2009-01-01,39110,Warren County,New York
3009,2010-01-01,41136,Warren County,New York
3010,2011-01-01,42125,Warren County,New York
3011,2012-01-01,43545,Warren County,New York
3012,2013-01-01,44143,Warren County,New York
3013,2014-01-01,44511,Warren County,New York
3014,2015-01-01,46390,Warren County,New York
3015,2016-01-01,47462,Warren County,New York
3016,2017-01-01,49942,Warren County,New York
3017,2018-01-01,51177,Warren County,New York
3018,2019-01-01,53919,Warren County,New York
3019,2020-01-01,59267,Warren County,New York
3020,2021-01-01,62392,Warren County,New York
3021,1969-01-01,3102,Washington County,New York
3022,1970-01-01,3385,Washington County,New York
3023,1971-01-01,3535,Washington County,New York
3024,1972-01-01,3746,Washington County,New York
3025,1973-01-01,4092,Washington County,New York
3026,1974-01-01,4458,Washington County,New York
3027,1975-01-01,4691,Washington County,New York
3028,1976-01-01,5040,Washington County,New York
3029,1977-01-01,5350,Washington County,New York
3030,1978-01-01,5927,Washington County,New York
3031,1979-01-01,6533,Washington County,New York
3032,1980-01-01,7318,Washington County,New York
3033,1981-01-01,8154,Washington County,New York
3034,1982-01-01,8810,Washington County,New York
3035,1983-01-01,9442,Washington County,New York
3036,1984-01-01,10454,Washington County,New York
3037,1985-01-01,10957,Washington County,New York
3038,1986-01-01,11658,Washington County,New York
3039,1987-01-01,12356,Washington County,New York
3040,1988-01-01,13211,Washington County,New York
3041,1989-01-01,14221,Washington County,New York
3042,1990-01-01,14749,Washington County,New York
3043,1991-01-01,15098,Washington County,New York
3044,1992-01-01,16101,Washington County,New York
3045,1993-01-01,16605,Washington County,New York
3046,1994-01-01,17448,Washington County,New York
3047,1995-01-01,17919,Washington County,New York
3048,1996-01-01,18780,Washington County,New York
3049,1997-01-01,19471,Washington County,New York
3050,1998-01-01,20287,Washington County,New York
3051,1999-01-01,20776,Washington County,New York
3052,2000-01-01,22583,Washington County,New York
3053,2001-01-01,22753,Washington County,New York
3054,2002-01-01,22802,Washington County,New York
3055,2003-01-01,23711,Washington County,New York
3056,2004-01-01,25331,Washington County,New York
3057,2005-01-01,25955,Washington County,New York
3058,2006-01-01,26537,Washington County,New York
3059,2007-01-01,27511,Washington County,New York
3060,2008-01-01,29573,Washington County,New York
3061,2009-01-01,30403,Washington County,New York
3062,2010-01-01,31342,Washington County,New York
3063,2011-01-01,32864,Washington County,New York
3064,2012-01-01,33714,Washington County,New York
3065,2013-01-01,34181,Washington County,New York
3066,2014-01-01,35084,Washington County,New York
3067,2015-01-01,35818,Washington County,New York
3068,2016-01-01,36653,Washington County,New York
3069,2017-01-01,38994,Washington County,New York
3070,2018-01-01,39721,Washington County,New York
3071,2019-01-01,42093,Washington County,New York
3072,2020-01-01,46149,Washington County,New York
3073,2021-01-01,49202,Washington County,New York
3074,1969-01-01,3752,Wayne County,New York
3075,1970-01-01,3854,Wayne County,New York
3076,1971-01-01,4086,Wayne County,New York
3077,1972-01-01,4342,Wayne County,New York
3078,1973-01-01,4871,Wayne County,New York
3079,1974-01-01,5408,Wayne County,New York
3080,1975-01-01,5803,Wayne County,New York
3081,1976-01-01,6140,Wayne County,New York
3082,1977-01-01,6586,Wayne County,New York
3083,1978-01-01,7316,Wayne County,New York
3084,1979-01-01,7876,Wayne County,New York
3085,1980-01-01,9056,Wayne County,New York
3086,1981-01-01,10058,Wayne County,New York
3087,1982-01-01,11147,Wayne County,New York
3088,1983-01-01,11512,Wayne County,New York
3089,1984-01-01,12636,Wayne County,New York
3090,1985-01-01,13547,Wayne County,New York
3091,1986-01-01,14378,Wayne County,New York
3092,1987-01-01,15143,Wayne County,New York
3093,1988-01-01,16104,Wayne County,New York
3094,1989-01-01,17468,Wayne County,New York
3095,1990-01-01,18068,Wayne County,New York
3096,1991-01-01,18881,Wayne County,New York
3097,1992-01-01,19974,Wayne County,New York
3098,1993-01-01,20412,Wayne County,New York
3099,1994-01-01,21115,Wayne County,New York
3100,1995-01-01,21876,Wayne County,New York
3101,1996-01-01,22483,Wayne County,New York
3102,1997-01-01,23522,Wayne County,New York
3103,1998-01-01,23989,Wayne County,New York
3104,1999-01-01,24594,Wayne County,New York
3105,2000-01-01,25826,Wayne County,New York
3106,2001-01-01,26115,Wayne County,New York
3107,2002-01-01,26328,Wayne County,New York
3108,2003-01-01,27609,Wayne County,New York
3109,2004-01-01,28590,Wayne County,New York
3110,2005-01-01,29126,Wayne County,New York
3111,2006-01-01,30341,Wayne County,New York
3112,2007-01-01,31983,Wayne County,New York
3113,2008-01-01,33665,Wayne County,New York
3114,2009-01-01,33917,Wayne County,New York
3115,2010-01-01,35368,Wayne County,New York
3116,2011-01-01,36567,Wayne County,New York
3117,2012-01-01,37520,Wayne County,New York
3118,2013-01-01,38320,Wayne County,New York
3119,2014-01-01,38975,Wayne County,New York
3120,2015-01-01,40645,Wayne County,New York
3121,2016-01-01,41823,Wayne County,New York
3122,2017-01-01,44092,Wayne County,New York
3123,2018-01-01,44921,Wayne County,New York
3124,2019-01-01,47651,Wayne County,New York
3125,2020-01-01,51428,Wayne County,New York
3126,2021-01-01,53499,Wayne County,New York
3127,1969-01-01,6365,Westchester County,New York
3128,1970-01-01,6682,Westchester County,New York
3129,1971-01-01,7095,Westchester County,New York
3130,1972-01-01,7550,Westchester County,New York
3131,1973-01-01,8005,Westchester County,New York
3132,1974-01-01,8704,Westchester County,New York
3133,1975-01-01,9446,Westchester County,New York
3134,1976-01-01,10042,Westchester County,New York
3135,1977-01-01,11044,Westchester County,New York
3136,1978-01-01,12175,Westchester County,New York
3137,1979-01-01,13616,Westchester County,New York
3138,1980-01-01,15547,Westchester County,New York
3139,1981-01-01,17644,Westchester County,New York
3140,1982-01-01,19214,Westchester County,New York
3141,1983-01-01,20449,Westchester County,New York
3142,1984-01-01,22767,Westchester County,New York
3143,1985-01-01,24408,Westchester County,New York
3144,1986-01-01,26110,Westchester County,New York
3145,1987-01-01,27560,Westchester County,New York
3146,1988-01-01,30351,Westchester County,New York
3147,1989-01-01,32369,Westchester County,New York
3148,1990-01-01,34403,Westchester County,New York
3149,1991-01-01,34399,Westchester County,New York
3150,1992-01-01,36755,Westchester County,New York
3151,1993-01-01,37306,Westchester County,New York
3152,1994-01-01,38058,Westchester County,New York
3153,1995-01-01,40800,Westchester County,New York
3154,1996-01-01,43542,Westchester County,New York
3155,1997-01-01,46664,Westchester County,New York
3156,1998-01-01,50609,Westchester County,New York
3157,1999-01-01,53965,Westchester County,New York
3158,2000-01-01,57319,Westchester County,New York
3159,2001-01-01,56926,Westchester County,New York
3160,2002-01-01,55562,Westchester County,New York
3161,2003-01-01,56899,Westchester County,New York
3162,2004-01-01,61877,Westchester County,New York
3163,2005-01-01,66394,Westchester County,New York
3164,2006-01-01,73380,Westchester County,New York
3165,2007-01-01,79220,Westchester County,New York
3166,2008-01-01,80068,Westchester County,New York
3167,2009-01-01,74938,Westchester County,New York
3168,2010-01-01,76103,Westchester County,New York
3169,2011-01-01,79388,Westchester County,New York
3170,2012-01-01,86635,Westchester County,New York
3171,2013-01-01,85217,Westchester County,New York
3172,2014-01-01,88704,Westchester County,New York
3173,2015-01-01,91647,Westchester County,New York
3174,2016-01-01,93994,Westchester County,New York
3175,2017-01-01,99756,Westchester County,New York
3176,2018-01-01,103332,Westchester County,New York
3177,2019-01-01,107755,Westchester County,New York
3178,2020-01-01,112096,Westchester County,New York
3179,2021-01-01,119705,Westchester County,New York
3180,1969-01-01,3360,Wyoming County,New York
3181,1970-01-01,3534,Wyoming County,New York
3182,1971-01-01,3803,Wyoming County,New York
3183,1972-01-01,4226,Wyoming County,New York
3184,1973-01-01,4705,Wyoming County,New York
3185,1974-01-01,5041,Wyoming County,New York
3186,1975-01-01,5351,Wyoming County,New York
3187,1976-01-01,5592,Wyoming County,New York
3188,1977-01-01,5879,Wyoming County,New York
3189,1978-01-01,6325,Wyoming County,New York
3190,1979-01-01,7026,Wyoming County,New York
3191,1980-01-01,7738,Wyoming County,New York
3192,1981-01-01,8542,Wyoming County,New York
3193,1982-01-01,9322,Wyoming County,New York
